location_id,city_id,name,city_zone,zone_id,location_type
LH-LOC-0130,LH,Ferry St & Turnpike Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0192,LH,Beacon St & Copper Ln,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0199,LH,Delancy Ave & Cedar Blvd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0023,LH,Old Mill District Central,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0340,LH,Kingsley Rd & Delancy Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0200,LH,Elm St & Montrose Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0011,LH,Downtown Core Station,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0284,LH,Turnpike Ave & Delancy Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0302,LH,Grant Rd & Foundry Ln,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0260,LH,Vine Ave & Baldwin Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0279,LH,Copper Ln & Turnpike Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0270,LH,Beacon St & Cedar Blvd,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0035,LH,Financial Row Interchange,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0185,LH,Cedar Blvd & Ferry St,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0269,LH,Ferry St & Kingsley Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0044,LH,Uptown Crescent Station,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0096,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0214,LH,Grant Rd & Baldwin Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0293,LH,Ferry St & Baldwin Ave,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0309,LH,Ledger Rd & Delancy Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0181,LH,Vine Ave & Copper Ln,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0001,LH,Downtown Core Station,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0220,LH,Montrose Ave & Prospect St,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0150,LH,Beacon St & Ferry St,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0074,LH,Uptown Crescent Interchange,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0124,LH,Cedar Blvd & Sable St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0295,LH,Concourse Ave & Sable St,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0264,LH,Grant Rd & Beacon St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0009,LH,Market Quarter Central,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0275,LH,Kingsley Rd & Wharton Rd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0306,LH,Concourse Ave & Grant Rd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0256,LH,Ledger Rd & Delancy Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0327,LH,Ledger Rd & Foundry Ln,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0033,LH,Old Mill District Interchange,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0235,LH,Ashton Blvd & Vine Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0319,LH,Concourse Ave & Wharton Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0215,LH,Ledger Rd & Baldwin Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0123,LH,Turnpike Ave & Cedar Blvd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0025,LH,Financial Row Interchange,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0063,LH,Old Mill District Terminal,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0155,LH,Grant Rd & Vine Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0122,LH,Vine Ave & Prospect St,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0148,LH,Turnpike Ave & Montrose Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0057,LH,Riverside Junction Interchange,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0217,LH,Copper Ln & Ferry St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0271,LH,Delancy Ave & Ashton Blvd,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0312,LH,Foundry Ln & Hollow Ln,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0281,LH,Ledger Rd & Elm St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0077,LH,Riverside Junction Interchange,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0111,LH,Sable St & Hollow Ln,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0132,LH,Kingsley Rd & Ashton Blvd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0010,LH,East Commons Station,East Commons,LH-ZONE-010,metro_station
LH-LOC-0041,LH,Downtown Core Interchange,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0003,LH,Old Mill District Interchange,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0316,LH,Montrose Ave & Concourse Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0230,LH,Ledger Rd & Vine Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0241,LH,Hollow Ln & Foundry Ln,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0072,LH,Harborfront Interchange,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0242,LH,Elm St & Ferry St,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0147,LH,Baldwin Ave & Copper Ln,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0020,LH,East Commons Interchange,East Commons,LH-ZONE-010,metro_station
LH-LOC-0071,LH,Downtown Core Station,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0075,LH,Financial Row Station,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0172,LH,Elm St & Beacon St,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0333,LH,Elm St & Kingsley Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0051,LH,Downtown Core Central,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0164,LH,Ledger Rd & Grant Rd,Market Quarter,LH-ZONE-009,bus_stop
ACS-LOC-0179,ACS,Grant Rd & Hollow Ln,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0055,ACS,Turnpike Ave & Kingsley Rd,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0152,ACS,Cedar Blvd & Sable St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0107,ACS,Grant Rd & Turnpike Ave,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0198,ACS,Foundry Ln & Delancy Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0210,ACS,Foundry Ln & Elm St,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0001,ACS,Maple Grove Terminal,Maple Grove,ACS-ZONE-001,metro_station
ACS-LOC-0066,ACS,Ledger Rd & Concourse Ave,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0194,ACS,Foundry Ln & Turnpike Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0029,ACS,Copper Ln & Grant Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0224,ACS,Hollow Ln & Delancy Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0190,ACS,Prospect St & Elm St,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0134,ACS,Wharton Rd & Montrose Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0229,ACS,Baldwin Ave & Prospect St,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0058,ACS,Hollow Ln & Sable St,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0227,ACS,Wharton Rd & Kingsley Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0038,ACS,Turnpike Ave & Vine Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0259,ACS,Baldwin Ave & Grant Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0167,ACS,Ashton Blvd & Sable St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0009,ACS,Southgate Commons Station,Southgate Commons,ACS-ZONE-009,metro_station
ACS-LOC-0060,ACS,Prospect St & Ashton Blvd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0151,ACS,Beacon St & Sable St,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0197,ACS,Ledger Rd & Kingsley Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0043,ACS,Beacon St & Sable St,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0092,ACS,Vine Ave & Turnpike Ave,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0002,ACS,Windmere Park Central,Windmere Park,ACS-ZONE-002,metro_station
ACS-LOC-0203,ACS,Montrose Ave & Kingsley Rd,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0247,ACS,Montrose Ave & Grant Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0165,ACS,Beacon St & Vine Ave,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0113,ACS,Turnpike Ave & Vine Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0070,ACS,Concourse Ave & Beacon St,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0211,ACS,Baldwin Ave & Foundry Ln,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0026,ACS,Greenhollow Terminal,Greenhollow,ACS-ZONE-006,metro_station
ACS-LOC-0206,ACS,Baldwin Ave & Ledger Rd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0252,ACS,Kingsley Rd & Prospect St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0115,ACS,Ferry St & Concourse Ave,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0078,ACS,Wharton Rd & Prospect St,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0071,ACS,Concourse Ave & Delancy Ave,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0260,ACS,Vine Ave & Delancy Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0251,ACS,Wharton Rd & Elm St,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0110,ACS,Foundry Ln & Montrose Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0021,ACS,Maple Grove Terminal,Maple Grove,ACS-ZONE-001,metro_station
ACS-LOC-0159,ACS,Vine Ave & Montrose Ave,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0181,ACS,Sable St & Prospect St,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0162,ACS,Grant Rd & Beacon St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0048,ACS,Prospect St & Turnpike Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0202,ACS,Vine Ave & Ashton Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0119,ACS,Cedar Blvd & Ferry St,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0176,ACS,Ledger Rd & Beacon St,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0076,ACS,Delancy Ave & Kingsley Rd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0016,ACS,Greenhollow Station,Greenhollow,ACS-ZONE-006,metro_station
ACS-LOC-0200,ACS,Turnpike Ave & Kingsley Rd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0166,ACS,Ferry St & Ledger Rd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0123,ACS,Concourse Ave & Delancy Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0017,ACS,Pine Hatch Station,Pine Hatch,ACS-ZONE-007,metro_station
ACS-LOC-0045,ACS,Ashton Blvd & Montrose Ave,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0052,ACS,Concourse Ave & Cedar Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0199,ACS,Ferry St & Prospect St,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0063,ACS,Sable St & Ferry St,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0047,ACS,Hollow Ln & Ledger Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0204,ACS,Kingsley Rd & Baldwin Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0178,ACS,Grant Rd & Montrose Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0098,ACS,Delancy Ave & Hollow Ln,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0046,ACS,Baldwin Ave & Foundry Ln,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0044,ACS,Grant Rd & Foundry Ln,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0059,ACS,Ferry St & Kingsley Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0023,ACS,Sunridge Acres Terminal,Sunridge Acres,ACS-ZONE-003,metro_station
ACS-LOC-0226,ACS,Delancy Ave & Vine Ave,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0097,ACS,Montrose Ave & Foundry Ln,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0189,ACS,Delancy Ave & Ledger Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0154,ACS,Delancy Ave & Ashton Blvd,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0139,ACS,Foundry Ln & Cedar Blvd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0169,ACS,Ferry St & Wharton Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0140,ACS,Copper Ln & Vine Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0067,ACS,Montrose Ave & Sable St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0018,ACS,Old Orchard Terminal,Old Orchard,ACS-ZONE-008,metro_station
ACS-LOC-0008,ACS,Old Orchard Interchange,Old Orchard,ACS-ZONE-008,metro_station
ACS-LOC-0114,ACS,Copper Ln & Grant Rd,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0212,ACS,Baldwin Ave & Cedar Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0065,ACS,Beacon St & Sable St,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0083,ACS,Ferry St & Sable St,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0027,ACS,Foundry Ln & Prospect St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0053,ACS,Prospect St & Montrose Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0020,ACS,Brookview Station,Brookview,ACS-ZONE-010,metro_station
ACS-LOC-0125,ACS,Cedar Blvd & Prospect St,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0217,ACS,Delancy Ave & Sable St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0057,ACS,Montrose Ave & Delancy Ave,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0191,ACS,Wharton Rd & Delancy Ave,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0164,ACS,Ledger Rd & Foundry Ln,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0180,ACS,Montrose Ave & Wharton Rd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0090,ACS,Ledger Rd & Baldwin Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0228,ACS,Ashton Blvd & Foundry Ln,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0135,ACS,Grant Rd & Montrose Ave,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0239,ACS,Elm St & Montrose Ave,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0088,ACS,Ashton Blvd & Hollow Ln,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0174,ACS,Hollow Ln & Delancy Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0219,ACS,Copper Ln & Cedar Blvd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0080,ACS,Ferry St & Ashton Blvd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0106,ACS,Cedar Blvd & Prospect St,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0145,ACS,Turnpike Ave & Elm St,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0187,ACS,Baldwin Ave & Cedar Blvd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0022,ACS,Windmere Park Terminal,Windmere Park,ACS-ZONE-002,metro_station
ACS-LOC-0205,ACS,Montrose Ave & Vine Ave,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0109,ACS,Sable St & Kingsley Rd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0007,ACS,Pine Hatch Central,Pine Hatch,ACS-ZONE-007,metro_station
ACS-LOC-0214,ACS,Delancy Ave & Beacon St,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0030,ACS,Hollow Ln & Delancy Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0258,ACS,Copper Ln & Prospect St,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0124,ACS,Wharton Rd & Montrose Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0100,ACS,Montrose Ave & Grant Rd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0192,ACS,Turnpike Ave & Copper Ln,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0170,ACS,Ledger Rd & Baldwin Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0248,ACS,Concourse Ave & Beacon St,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0061,ACS,Prospect St & Wharton Rd,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0218,ACS,Ledger Rd & Vine Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0004,ACS,Fallowfield Interchange,Fallowfield,ACS-ZONE-004,metro_station
ACS-LOC-0220,ACS,Concourse Ave & Delancy Ave,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0250,ACS,Turnpike Ave & Wharton Rd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0112,ACS,Beacon St & Wharton Rd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0177,ACS,Cedar Blvd & Prospect St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0171,ACS,Wharton Rd & Montrose Ave,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0102,ACS,Montrose Ave & Cedar Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0040,ACS,Beacon St & Ashton Blvd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0232,ACS,Hollow Ln & Ferry St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0054,ACS,Concourse Ave & Montrose Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0015,ACS,Cobblestone Village Station,Cobblestone Village,ACS-ZONE-005,metro_station
ACS-LOC-0136,ACS,Wharton Rd & Beacon St,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0085,ACS,Sable St & Wharton Rd,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0246,ACS,Ferry St & Beacon St,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0005,ACS,Cobblestone Village Central,Cobblestone Village,ACS-ZONE-005,metro_station
ACS-LOC-0147,ACS,Vine Ave & Ferry St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0137,ACS,Prospect St & Ledger Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0126,ACS,Prospect St & Copper Ln,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0156,ACS,Delancy Ave & Foundry Ln,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0172,ACS,Montrose Ave & Grant Rd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0256,ACS,Copper Ln & Ashton Blvd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0077,ACS,Foundry Ln & Prospect St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0163,ACS,Sable St & Elm St,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0042,ACS,Delancy Ave & Elm St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0242,ACS,Foundry Ln & Ashton Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0223,ACS,Grant Rd & Montrose Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0149,ACS,Foundry Ln & Prospect St,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0215,ACS,Cedar Blvd & Ashton Blvd,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0039,ACS,Ashton Blvd & Turnpike Ave,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0117,ACS,Hollow Ln & Prospect St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0133,ACS,Copper Ln & Turnpike Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0122,ACS,Wharton Rd & Vine Ave,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0086,ACS,Grant Rd & Concourse Ave,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0036,ACS,Concourse Ave & Grant Rd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0010,ACS,Brookview Central,Brookview,ACS-ZONE-010,metro_station
ACS-LOC-0183,ACS,Montrose Ave & Concourse Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0011,ACS,Maple Grove Station,Maple Grove,ACS-ZONE-001,metro_station
ACS-LOC-0129,ACS,Concourse Ave & Baldwin Ave,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0182,ACS,Beacon St & Sable St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0131,ACS,Cedar Blvd & Vine Ave,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0155,ACS,Grant Rd & Ferry St,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0051,ACS,Prospect St & Ashton Blvd,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0235,ACS,Montrose Ave & Copper Ln,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0254,ACS,Vine Ave & Sable St,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0143,ACS,Elm St & Grant Rd,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0087,ACS,Wharton Rd & Concourse Ave,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0096,ACS,Wharton Rd & Sable St,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0208,ACS,Grant Rd & Montrose Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0234,ACS,Copper Ln & Concourse Ave,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0033,ACS,Turnpike Ave & Kingsley Rd,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0031,ACS,Grant Rd & Copper Ln,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0157,ACS,Montrose Ave & Wharton Rd,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0160,ACS,Cedar Blvd & Ashton Blvd,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0072,ACS,Turnpike Ave & Ashton Blvd,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0141,ACS,Beacon St & Delancy Ave,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0237,ACS,Foundry Ln & Prospect St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0207,ACS,Turnpike Ave & Delancy Ave,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0231,ACS,Turnpike Ave & Hollow Ln,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0019,ACS,Southgate Commons Terminal,Southgate Commons,ACS-ZONE-009,metro_station
ACS-LOC-0193,ACS,Montrose Ave & Baldwin Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0142,ACS,Copper Ln & Prospect St,Greenhollow,ACS-ZONE-006,bus_stop
ACS-LOC-0093,ACS,Wharton Rd & Baldwin Ave,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0050,ACS,Beacon St & Copper Ln,Fallowfield,ACS-ZONE-004,bus_stop
ACS-LOC-0244,ACS,Beacon St & Prospect St,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0146,ACS,Prospect St & Copper Ln,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0014,ACS,Fallowfield Terminal,Fallowfield,ACS-ZONE-004,metro_station
ACS-LOC-0249,ACS,Turnpike Ave & Ashton Blvd,Sunridge Acres,ACS-ZONE-003,bus_stop
ACS-LOC-0012,ACS,Windmere Park Station,Windmere Park,ACS-ZONE-002,metro_station
ACS-LOC-0186,ACS,Ferry St & Ledger Rd,Brookview,ACS-ZONE-010,bus_stop
ACS-LOC-0104,ACS,Baldwin Ave & Hollow Ln,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0094,ACS,Montrose Ave & Grant Rd,Old Orchard,ACS-ZONE-008,bus_stop
ACS-LOC-0068,ACS,Foundry Ln & Elm St,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0035,ACS,Cedar Blvd & Copper Ln,Southgate Commons,ACS-ZONE-009,bus_stop
ACS-LOC-0111,ACS,Wharton Rd & Copper Ln,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0243,ACS,Turnpike Ave & Wharton Rd,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0003,ACS,Sunridge Acres Interchange,Sunridge Acres,ACS-ZONE-003,metro_station
ACS-LOC-0138,ACS,Ledger Rd & Montrose Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0257,ACS,Concourse Ave & Ferry St,Maple Grove,ACS-ZONE-001,bus_stop
ACS-LOC-0121,ACS,Foundry Ln & Sable St,Cobblestone Village,ACS-ZONE-005,bus_stop
ACS-LOC-0173,ACS,Elm St & Prospect St,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0168,ACS,Foundry Ln & Vine Ave,Windmere Park,ACS-ZONE-002,bus_stop
ACS-LOC-0153,ACS,Ashton Blvd & Foundry Ln,Pine Hatch,ACS-ZONE-007,bus_stop
ACS-LOC-0127,ACS,Ferry St & Foundry Ln,Maple Grove,ACS-ZONE-001,bus_stop
