vehicle_id,city_id,vehicle_type,corridor_id,screen_count
ACS-VEH-00117,ACS,bus,ACS-RT-B019,3
ACS-VEH-00118,ACS,bus,ACS-RT-B020,3
ACS-VEH-00119,ACS,bus,ACS-RT-B020,3
ACS-VEH-00120,ACS,bus,ACS-RT-B020,3
ACS-VEH-00121,ACS,bus,ACS-RT-B020,3
ACS-VEH-00122,ACS,bus,ACS-RT-B020,3
ACS-VEH-00123,ACS,bus,ACS-RT-B021,3
ACS-VEH-00124,ACS,bus,ACS-RT-B021,3
ACS-VEH-00125,ACS,bus,ACS-RT-B021,3
ACS-VEH-00126,ACS,bus,ACS-RT-B021,3
ACS-VEH-00127,ACS,bus,ACS-RT-B021,3
ACS-VEH-00128,ACS,bus,ACS-RT-B022,3
ACS-VEH-00129,ACS,bus,ACS-RT-B022,3
ACS-VEH-00130,ACS,bus,ACS-RT-B022,3
ACS-VEH-00131,ACS,bus,ACS-RT-B022,3
ACS-VEH-00132,ACS,bus,ACS-RT-B022,3
ACS-VEH-00133,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00134,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00135,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00136,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00137,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00138,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00139,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00140,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00141,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00142,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00143,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00144,ACS,metro_train,ACS-RT-M001,2
ACS-VEH-00145,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00146,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00147,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00148,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00149,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00150,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00151,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00152,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00153,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00154,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00155,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00156,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00157,ACS,metro_train,ACS-RT-M002,2
ACS-VEH-00158,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00159,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00160,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00161,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00162,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00163,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00164,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00165,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00166,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00167,ACS,metro_train,ACS-RT-M003,2
ACS-VEH-00168,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00169,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00170,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00171,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00172,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00173,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00174,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00175,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00176,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00177,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00178,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00179,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00180,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00181,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00182,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00183,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00184,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00185,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00186,ACS,metro_train,ACS-RT-M004,2
ACS-VEH-00187,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00188,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00189,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00190,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00191,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00192,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00193,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00194,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00195,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00196,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00197,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00198,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00199,ACS,metro_train,ACS-RT-M005,2
ACS-VEH-00200,ACS,metro_train,ACS-RT-M005,2
DAT-VEH-00001,DAT,bus,DAT-RT-B001,3
DAT-VEH-00002,DAT,bus,DAT-RT-B001,3
DAT-VEH-00003,DAT,bus,DAT-RT-B001,3
DAT-VEH-00004,DAT,bus,DAT-RT-B001,3
DAT-VEH-00005,DAT,bus,DAT-RT-B001,3
DAT-VEH-00006,DAT,bus,DAT-RT-B001,3
DAT-VEH-00007,DAT,bus,DAT-RT-B001,3
DAT-VEH-00008,DAT,bus,DAT-RT-B001,3
DAT-VEH-00009,DAT,bus,DAT-RT-B001,3
DAT-VEH-00010,DAT,bus,DAT-RT-B001,3
DAT-VEH-00011,DAT,bus,DAT-RT-B001,3
DAT-VEH-00012,DAT,bus,DAT-RT-B002,3
DAT-VEH-00013,DAT,bus,DAT-RT-B002,3
DAT-VEH-00014,DAT,bus,DAT-RT-B002,3
DAT-VEH-00015,DAT,bus,DAT-RT-B002,3
DAT-VEH-00016,DAT,bus,DAT-RT-B002,3
DAT-VEH-00017,DAT,bus,DAT-RT-B002,3
DAT-VEH-00018,DAT,bus,DAT-RT-B002,3
DAT-VEH-00019,DAT,bus,DAT-RT-B002,3
DAT-VEH-00020,DAT,bus,DAT-RT-B002,3
DAT-VEH-00021,DAT,bus,DAT-RT-B002,3
DAT-VEH-00022,DAT,bus,DAT-RT-B003,3
DAT-VEH-00023,DAT,bus,DAT-RT-B003,3
DAT-VEH-00024,DAT,bus,DAT-RT-B003,3
DAT-VEH-00025,DAT,bus,DAT-RT-B003,3
DAT-VEH-00026,DAT,bus,DAT-RT-B003,3
DAT-VEH-00027,DAT,bus,DAT-RT-B004,3
DAT-VEH-00028,DAT,bus,DAT-RT-B004,3
DAT-VEH-00029,DAT,bus,DAT-RT-B004,3
DAT-VEH-00030,DAT,bus,DAT-RT-B004,3
DAT-VEH-00031,DAT,bus,DAT-RT-B005,3
DAT-VEH-00032,DAT,bus,DAT-RT-B005,3
DAT-VEH-00033,DAT,bus,DAT-RT-B005,3
DAT-VEH-00034,DAT,bus,DAT-RT-B005,3
DAT-VEH-00035,DAT,bus,DAT-RT-B005,3
DAT-VEH-00036,DAT,bus,DAT-RT-B006,3
DAT-VEH-00037,DAT,bus,DAT-RT-B006,3
DAT-VEH-00038,DAT,bus,DAT-RT-B006,3
DAT-VEH-00039,DAT,bus,DAT-RT-B006,3
DAT-VEH-00040,DAT,bus,DAT-RT-B006,3
DAT-VEH-00041,DAT,bus,DAT-RT-B007,3
DAT-VEH-00042,DAT,bus,DAT-RT-B007,3
DAT-VEH-00043,DAT,bus,DAT-RT-B007,3
DAT-VEH-00044,DAT,bus,DAT-RT-B007,3
DAT-VEH-00045,DAT,bus,DAT-RT-B007,3
DAT-VEH-00046,DAT,bus,DAT-RT-B007,3
DAT-VEH-00047,DAT,bus,DAT-RT-B008,3
DAT-VEH-00048,DAT,bus,DAT-RT-B008,3
DAT-VEH-00049,DAT,bus,DAT-RT-B008,3
DAT-VEH-00050,DAT,bus,DAT-RT-B008,3
DAT-VEH-00051,DAT,bus,DAT-RT-B008,3
DAT-VEH-00052,DAT,bus,DAT-RT-B008,3
DAT-VEH-00053,DAT,bus,DAT-RT-B008,3
DAT-VEH-00054,DAT,bus,DAT-RT-B008,3
DAT-VEH-00055,DAT,bus,DAT-RT-B008,3
DAT-VEH-00056,DAT,bus,DAT-RT-B008,3
DAT-VEH-00057,DAT,bus,DAT-RT-B009,3
DAT-VEH-00058,DAT,bus,DAT-RT-B009,3
DAT-VEH-00059,DAT,bus,DAT-RT-B009,3
DAT-VEH-00060,DAT,bus,DAT-RT-B009,3
DAT-VEH-00061,DAT,bus,DAT-RT-B009,3
DAT-VEH-00062,DAT,bus,DAT-RT-B009,3
DAT-VEH-00063,DAT,bus,DAT-RT-B009,3
DAT-VEH-00064,DAT,bus,DAT-RT-B009,3
DAT-VEH-00065,DAT,bus,DAT-RT-B009,3
DAT-VEH-00066,DAT,bus,DAT-RT-B009,3
DAT-VEH-00067,DAT,bus,DAT-RT-B009,3
DAT-VEH-00068,DAT,bus,DAT-RT-B010,3
DAT-VEH-00069,DAT,bus,DAT-RT-B010,3
DAT-VEH-00070,DAT,bus,DAT-RT-B010,3
DAT-VEH-00071,DAT,bus,DAT-RT-B010,3
DAT-VEH-00072,DAT,bus,DAT-RT-B010,3
DAT-VEH-00073,DAT,bus,DAT-RT-B011,3
DAT-VEH-00074,DAT,bus,DAT-RT-B011,3
DAT-VEH-00075,DAT,bus,DAT-RT-B011,3
DAT-VEH-00076,DAT,bus,DAT-RT-B011,3
DAT-VEH-00077,DAT,bus,DAT-RT-B011,3
DAT-VEH-00078,DAT,bus,DAT-RT-B012,3
DAT-VEH-00079,DAT,bus,DAT-RT-B012,3
DAT-VEH-00080,DAT,bus,DAT-RT-B012,3
DAT-VEH-00081,DAT,bus,DAT-RT-B012,3
DAT-VEH-00082,DAT,bus,DAT-RT-B012,3
DAT-VEH-00083,DAT,bus,DAT-RT-B013,3
DAT-VEH-00084,DAT,bus,DAT-RT-B013,3
DAT-VEH-00085,DAT,bus,DAT-RT-B013,3
DAT-VEH-00086,DAT,bus,DAT-RT-B013,3
DAT-VEH-00087,DAT,bus,DAT-RT-B014,3
DAT-VEH-00088,DAT,bus,DAT-RT-B014,3
DAT-VEH-00089,DAT,bus,DAT-RT-B014,3
DAT-VEH-00090,DAT,bus,DAT-RT-B014,3
DAT-VEH-00091,DAT,bus,DAT-RT-B014,3
DAT-VEH-00092,DAT,bus,DAT-RT-B014,3
DAT-VEH-00093,DAT,bus,DAT-RT-B014,3
DAT-VEH-00094,DAT,bus,DAT-RT-B015,3
DAT-VEH-00095,DAT,bus,DAT-RT-B015,3
DAT-VEH-00096,DAT,bus,DAT-RT-B015,3
DAT-VEH-00097,DAT,bus,DAT-RT-B015,3
DAT-VEH-00098,DAT,bus,DAT-RT-B016,3
DAT-VEH-00099,DAT,bus,DAT-RT-B016,3
DAT-VEH-00100,DAT,bus,DAT-RT-B016,3
DAT-VEH-00101,DAT,bus,DAT-RT-B016,3
DAT-VEH-00102,DAT,bus,DAT-RT-B016,3
DAT-VEH-00103,DAT,bus,DAT-RT-B016,3
DAT-VEH-00104,DAT,bus,DAT-RT-B017,3
DAT-VEH-00105,DAT,bus,DAT-RT-B017,3
DAT-VEH-00106,DAT,bus,DAT-RT-B017,3
DAT-VEH-00107,DAT,bus,DAT-RT-B017,3
DAT-VEH-00108,DAT,bus,DAT-RT-B017,3
DAT-VEH-00109,DAT,bus,DAT-RT-B018,3
DAT-VEH-00110,DAT,bus,DAT-RT-B018,3
DAT-VEH-00111,DAT,bus,DAT-RT-B018,3
DAT-VEH-00112,DAT,bus,DAT-RT-B018,3
DAT-VEH-00113,DAT,bus,DAT-RT-B018,3
DAT-VEH-00114,DAT,bus,DAT-RT-B018,3
DAT-VEH-00115,DAT,bus,DAT-RT-B019,3
DAT-VEH-00116,DAT,bus,DAT-RT-B019,3
DAT-VEH-00117,DAT,bus,DAT-RT-B019,3
DAT-VEH-00118,DAT,bus,DAT-RT-B019,3
DAT-VEH-00119,DAT,bus,DAT-RT-B020,3
DAT-VEH-00120,DAT,bus,DAT-RT-B020,3
DAT-VEH-00121,DAT,bus,DAT-RT-B020,3
DAT-VEH-00122,DAT,bus,DAT-RT-B020,3
DAT-VEH-00123,DAT,bus,DAT-RT-B021,3
DAT-VEH-00124,DAT,bus,DAT-RT-B021,3
DAT-VEH-00125,DAT,bus,DAT-RT-B021,3
DAT-VEH-00126,DAT,bus,DAT-RT-B021,3
DAT-VEH-00127,DAT,bus,DAT-RT-B021,3
DAT-VEH-00128,DAT,bus,DAT-RT-B021,3
DAT-VEH-00129,DAT,bus,DAT-RT-B022,3
DAT-VEH-00130,DAT,bus,DAT-RT-B022,3
DAT-VEH-00131,DAT,bus,DAT-RT-B022,3
DAT-VEH-00132,DAT,bus,DAT-RT-B022,3
DAT-VEH-00133,DAT,bus,DAT-RT-B022,3
DAT-VEH-00134,DAT,bus,DAT-RT-B023,3
DAT-VEH-00135,DAT,bus,DAT-RT-B023,3
DAT-VEH-00136,DAT,bus,DAT-RT-B023,3
DAT-VEH-00137,DAT,bus,DAT-RT-B023,3
DAT-VEH-00138,DAT,bus,DAT-RT-B023,3
DAT-VEH-00139,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00140,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00141,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00142,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00143,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00144,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00145,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00146,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00147,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00148,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00149,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00150,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00151,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00152,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00153,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00154,DAT,metro_train,DAT-RT-M001,4
DAT-VEH-00155,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00156,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00157,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00158,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00159,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00160,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00161,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00162,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00163,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00164,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00165,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00166,DAT,metro_train,DAT-RT-M002,2
DAT-VEH-00167,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00168,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00169,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00170,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00171,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00172,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00173,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00174,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00175,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00176,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00177,DAT,metro_train,DAT-RT-M003,2
DAT-VEH-00178,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00179,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00180,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00181,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00182,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00183,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00184,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00185,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00186,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00187,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00188,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00189,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00190,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00191,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00192,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00193,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00194,DAT,metro_train,DAT-RT-M004,2
DAT-VEH-00195,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00196,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00197,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00198,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00199,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00200,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00201,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00202,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00203,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00204,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00205,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00206,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00207,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00208,DAT,metro_train,DAT-RT-M005,2
DAT-VEH-00209,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00210,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00211,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00212,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00213,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00214,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00215,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00216,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00217,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00218,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00219,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00220,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00221,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00222,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00223,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00224,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00225,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00226,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00227,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00228,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00229,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00230,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00231,DAT,metro_train,DAT-RT-M006,2
DAT-VEH-00232,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00233,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00234,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00235,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00236,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00237,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00238,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00239,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00240,DAT,metro_train,DAT-RT-M007,2
DAT-VEH-00241,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00242,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00243,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00244,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00245,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00246,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00247,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00248,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00249,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00250,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00251,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00252,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00253,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00254,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00255,DAT,metro_train,DAT-RT-M008,2
DAT-VEH-00256,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00257,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00258,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00259,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00260,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00261,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00262,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00263,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00264,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00265,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00266,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00267,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00268,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00269,DAT,metro_train,DAT-RT-M009,2
DAT-VEH-00270,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00271,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00272,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00273,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00274,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00275,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00276,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00277,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00278,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00279,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00280,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00281,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00282,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00283,DAT,metro_train,DAT-RT-M010,2
DAT-VEH-00284,DAT,metro_train,DAT-RT-M010,2
