schedule_id,route_id,corridor_id,direction,day_type,start_time,estimated_ridership
LH-SCH-006139,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:09,286
LH-SCH-006140,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:16,364
LH-SCH-006141,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:23,348
LH-SCH-006142,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:30,402
LH-SCH-006143,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:38,388
LH-SCH-006144,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:46,362
LH-SCH-006145,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,06:53,358
LH-SCH-006146,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:00,379
LH-SCH-006147,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:06,348
LH-SCH-006148,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:14,332
LH-SCH-006149,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:20,313
LH-SCH-006150,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:26,287
LH-SCH-006151,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:33,376
LH-SCH-006152,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:41,326
LH-SCH-006153,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:48,369
LH-SCH-006154,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,07:54,377
LH-SCH-006155,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:00,420
LH-SCH-006156,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:06,316
LH-SCH-006157,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:13,388
LH-SCH-006158,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:20,351
LH-SCH-006159,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:26,370
LH-SCH-006160,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:34,417
LH-SCH-006161,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:42,321
LH-SCH-006162,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:50,367
LH-SCH-006163,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,08:56,393
LH-SCH-006164,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:03,384
LH-SCH-006165,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:09,378
LH-SCH-006166,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:16,367
LH-SCH-006167,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:23,302
LH-SCH-006168,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:30,362
LH-SCH-006169,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:37,406
LH-SCH-006170,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:43,298
LH-SCH-006171,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:51,291
LH-SCH-006172,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,09:58,415
LH-SCH-006173,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:05,140
LH-SCH-006174,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:14,161
LH-SCH-006175,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:23,180
LH-SCH-006176,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:34,183
LH-SCH-006177,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:45,141
LH-SCH-006178,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,10:54,164
LH-SCH-006179,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:04,160
LH-SCH-006180,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:15,188
LH-SCH-006181,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:26,200
LH-SCH-006182,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:35,134
LH-SCH-006183,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:44,157
LH-SCH-006184,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,11:53,207
LH-SCH-006185,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:04,206
LH-SCH-006186,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:14,198
LH-SCH-006187,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:25,177
LH-SCH-006188,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:34,200
LH-SCH-006189,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:44,193
LH-SCH-006190,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,12:53,139
LH-SCH-006191,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:03,184
LH-SCH-006192,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:13,152
LH-SCH-006193,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:24,185
LH-SCH-006194,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:33,154
LH-SCH-006195,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:44,191
LH-SCH-006196,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,13:53,182
LH-SCH-006197,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:02,208
LH-SCH-006198,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:10,235
LH-SCH-006199,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:17,183
LH-SCH-006200,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:26,226
LH-SCH-006201,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:35,230
LH-SCH-006202,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:42,178
LH-SCH-006203,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:50,244
LH-SCH-006204,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,14:58,192
LH-SCH-006205,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:07,206
LH-SCH-006206,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:15,155
LH-SCH-006207,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:23,231
LH-SCH-006208,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:32,232
LH-SCH-006209,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:39,161
LH-SCH-006210,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:48,170
LH-SCH-006211,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,15:56,193
LH-SCH-006212,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:04,215
LH-SCH-006213,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:13,170
LH-SCH-006214,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:22,207
LH-SCH-006215,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:29,194
LH-SCH-006216,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:37,229
LH-SCH-006217,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:46,187
LH-SCH-006218,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,16:54,189
LH-SCH-006219,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:02,420
LH-SCH-006220,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:06,420
LH-SCH-006221,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:10,388
LH-SCH-006222,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:14,420
LH-SCH-006223,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:18,388
LH-SCH-006224,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:22,420
LH-SCH-006225,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:26,368
LH-SCH-006226,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:30,420
LH-SCH-006227,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:35,372
LH-SCH-006228,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:39,339
LH-SCH-006229,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:44,417
LH-SCH-006230,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:48,420
LH-SCH-006231,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:53,420
LH-SCH-006232,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,17:58,420
LH-SCH-006233,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:02,420
LH-SCH-006234,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:06,355
LH-SCH-006235,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:10,420
LH-SCH-006236,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:14,407
LH-SCH-006237,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:19,420
LH-SCH-006238,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:24,420
LH-SCH-006239,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:28,351
LH-SCH-006240,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:32,420
LH-SCH-006241,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:36,420
LH-SCH-006242,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:40,420
LH-SCH-006243,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:44,420
LH-SCH-006244,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:49,420
LH-SCH-006245,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:54,369
LH-SCH-006246,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,18:58,398
LH-SCH-006247,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:03,420
LH-SCH-006248,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:07,420
LH-SCH-006249,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:11,402
LH-SCH-006250,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:15,420
LH-SCH-006251,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:19,400
LH-SCH-006252,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:23,420
LH-SCH-006253,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:27,420
LH-SCH-006254,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:31,356
LH-SCH-006255,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:35,420
LH-SCH-006256,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:39,390
LH-SCH-006257,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:43,407
LH-SCH-006258,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:47,388
LH-SCH-006259,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:52,420
LH-SCH-006260,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,19:56,420
LH-SCH-006261,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:00,415
LH-SCH-006262,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:04,420
LH-SCH-006263,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:09,380
LH-SCH-006264,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:13,420
LH-SCH-006265,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:18,420
LH-SCH-006266,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:22,372
LH-SCH-006267,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:26,403
LH-SCH-006268,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:30,420
LH-SCH-006269,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:34,350
LH-SCH-006270,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:38,420
LH-SCH-006271,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:42,420
LH-SCH-006272,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:46,420
LH-SCH-006273,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:50,420
LH-SCH-006274,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:54,391
LH-SCH-006275,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,20:58,420
LH-SCH-006276,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,21:02,70
LH-SCH-006277,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,21:22,82
LH-SCH-006278,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,21:40,50
LH-SCH-006279,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,21:58,47
LH-SCH-006280,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,22:15,73
LH-SCH-006281,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,22:32,59
LH-SCH-006282,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,22:53,53
LH-SCH-006283,LH-RT-M009-IN,LH-RT-M009,inbound,weekday,23:16,76
LH-SCH-006284,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,06:01,75
LH-SCH-006285,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,06:16,86
LH-SCH-006286,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,06:30,125
LH-SCH-006287,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,06:43,113
LH-SCH-006288,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,06:57,83
LH-SCH-006289,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,07:11,107
LH-SCH-006290,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,07:26,130
LH-SCH-006291,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,07:40,78
LH-SCH-006292,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,07:55,101
LH-SCH-006293,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,08:10,83
LH-SCH-006294,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,08:24,86
LH-SCH-006295,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,08:36,79
LH-SCH-006296,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,08:48,107
LH-SCH-006297,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,09:01,97
LH-SCH-006298,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,09:13,120
LH-SCH-006299,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,09:25,126
LH-SCH-006300,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,09:41,105
LH-SCH-006301,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,09:55,76
LH-SCH-006302,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,10:11,193
LH-SCH-006303,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,10:26,193
LH-SCH-006304,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,10:38,143
LH-SCH-006305,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,10:50,159
LH-SCH-006306,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,11:03,164
LH-SCH-006307,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,11:15,204
LH-SCH-006308,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,11:29,179
LH-SCH-006309,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,11:45,185
LH-SCH-006310,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,12:00,171
LH-SCH-006311,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,12:13,166
LH-SCH-006312,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,12:28,151
LH-SCH-006313,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,12:42,203
LH-SCH-006314,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,12:54,211
LH-SCH-006315,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,13:07,141
LH-SCH-006316,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,13:22,179
LH-SCH-006317,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,13:38,155
LH-SCH-006318,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,13:50,201
LH-SCH-006319,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,14:02,170
LH-SCH-006320,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,14:15,173
LH-SCH-006321,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,14:28,185
LH-SCH-006322,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,14:43,142
LH-SCH-006323,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,14:55,149
LH-SCH-006324,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,15:07,156
LH-SCH-006325,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,15:23,154
LH-SCH-006326,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,15:35,189
LH-SCH-006327,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,15:50,156
LH-SCH-006328,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,16:04,144
LH-SCH-006329,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,16:17,167
LH-SCH-006330,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,16:32,216
LH-SCH-006331,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,16:45,210
LH-SCH-006332,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,17:00,111
LH-SCH-006333,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,17:15,165
LH-SCH-006334,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,17:27,168
LH-SCH-006335,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,17:41,141
LH-SCH-006336,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,17:54,126
LH-SCH-006337,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,18:06,163
LH-SCH-006338,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,18:21,94
LH-SCH-006339,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,18:36,160
LH-SCH-006340,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,18:50,105
LH-SCH-006341,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,19:06,96
LH-SCH-006342,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,19:19,132
LH-SCH-006343,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,19:34,107
LH-SCH-006344,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,19:48,143
LH-SCH-006345,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,20:01,124
LH-SCH-006346,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,20:16,123
LH-SCH-006347,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,20:30,119
LH-SCH-006348,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,20:46,111
LH-SCH-006349,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,21:00,51
LH-SCH-006350,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,21:12,44
LH-SCH-006351,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,21:28,30
LH-SCH-006352,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,21:41,55
LH-SCH-006353,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,21:54,40
LH-SCH-006354,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,22:07,49
LH-SCH-006355,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,22:20,42
LH-SCH-006356,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,22:36,50
LH-SCH-006357,LH-RT-M009-IN,LH-RT-M009,inbound,weekend,22:49,56
LH-SCH-006358,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,05:04,77
LH-SCH-006359,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,05:21,86
LH-SCH-006360,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,05:38,78
LH-SCH-006361,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:01,420
LH-SCH-006362,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:04,420
LH-SCH-006363,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:08,420
LH-SCH-006364,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:12,420
LH-SCH-006365,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:15,420
LH-SCH-006366,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:18,420
LH-SCH-006367,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:22,420
LH-SCH-006368,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:26,420
LH-SCH-006369,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:29,420
LH-SCH-006370,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:33,420
LH-SCH-006371,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:36,420
LH-SCH-006372,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:40,420
LH-SCH-006373,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:43,420
LH-SCH-006374,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:47,420
LH-SCH-006375,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:51,420
LH-SCH-006376,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:54,420
LH-SCH-006377,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,06:57,420
LH-SCH-006378,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:00,420
LH-SCH-006379,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:04,420
LH-SCH-006380,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:07,420
LH-SCH-006381,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:10,420
LH-SCH-006382,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:13,420
LH-SCH-006383,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:16,420
LH-SCH-006384,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:19,420
LH-SCH-006385,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:22,420
LH-SCH-006386,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:25,420
LH-SCH-006387,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:29,420
LH-SCH-006388,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:32,420
LH-SCH-006389,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:35,420
LH-SCH-006390,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:39,420
LH-SCH-006391,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:43,420
LH-SCH-006392,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:46,420
LH-SCH-006393,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:49,420
LH-SCH-006394,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:52,420
LH-SCH-006395,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:55,420
LH-SCH-006396,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,07:58,420
LH-SCH-006397,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:01,420
LH-SCH-006398,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:04,420
LH-SCH-006399,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:07,420
LH-SCH-006400,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:11,420
LH-SCH-006401,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:14,420
LH-SCH-006402,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:17,420
LH-SCH-006403,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:21,420
LH-SCH-006404,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:25,420
LH-SCH-006405,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:29,420
LH-SCH-006406,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:33,420
LH-SCH-006407,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:36,420
LH-SCH-006408,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:40,420
LH-SCH-006409,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:43,420
LH-SCH-006410,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:46,420
LH-SCH-006411,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:49,420
LH-SCH-006412,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:52,420
LH-SCH-006413,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:55,420
LH-SCH-006414,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,08:58,420
LH-SCH-006415,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:02,420
LH-SCH-006416,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:06,420
LH-SCH-006417,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:09,420
LH-SCH-006418,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:12,420
LH-SCH-006419,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:16,420
LH-SCH-006420,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:19,420
LH-SCH-006421,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:22,420
LH-SCH-006422,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:25,420
LH-SCH-006423,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:28,420
LH-SCH-006424,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:31,420
LH-SCH-006425,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:35,420
LH-SCH-006426,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:38,420
LH-SCH-006427,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:41,420
LH-SCH-006428,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:44,420
LH-SCH-006429,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:48,420
LH-SCH-006430,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:51,420
LH-SCH-006431,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:54,420
LH-SCH-006432,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,09:57,420
LH-SCH-006433,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:01,199
LH-SCH-006434,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:10,218
LH-SCH-006435,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:21,146
LH-SCH-006436,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:31,147
LH-SCH-006437,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:42,139
LH-SCH-006438,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,10:52,167
LH-SCH-006439,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:02,207
LH-SCH-006440,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:11,127
LH-SCH-006441,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:20,179
LH-SCH-006442,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:30,149
LH-SCH-006443,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:39,141
LH-SCH-006444,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,11:49,177
LH-SCH-006445,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,12:00,161
LH-SCH-006446,LH-RT-M010-OUT,LH-RT-M010,outbound,weekday,12:10,142
