screen_id,city_id,screen_type,location_id,vehicle_id,position,screen_size
ACS-SCR-000337,ACS,bus_stop,ACS-LOC-0085,,top,L
ACS-SCR-000338,ACS,bus_stop,ACS-LOC-0085,,left,S
ACS-SCR-000339,ACS,bus_stop,ACS-LOC-0085,,right,S
ACS-SCR-000340,ACS,bus_stop,ACS-LOC-0246,,top,M
ACS-SCR-000341,ACS,bus_stop,ACS-LOC-0246,,left,S
ACS-SCR-000342,ACS,bus_stop,ACS-LOC-0246,,right,S
ACS-SCR-000343,ACS,bus_stop,ACS-LOC-0147,,top,M
ACS-SCR-000344,ACS,bus_stop,ACS-LOC-0147,,left,S
ACS-SCR-000345,ACS,bus_stop,ACS-LOC-0147,,right,S
ACS-SCR-000346,ACS,bus_stop,ACS-LOC-0137,,top,L
ACS-SCR-000347,ACS,bus_stop,ACS-LOC-0137,,left,S
ACS-SCR-000348,ACS,bus_stop,ACS-LOC-0137,,right,S
ACS-SCR-000349,ACS,bus_stop,ACS-LOC-0126,,top,M
ACS-SCR-000350,ACS,bus_stop,ACS-LOC-0126,,left,S
ACS-SCR-000351,ACS,bus_stop,ACS-LOC-0126,,right,S
ACS-SCR-000352,ACS,bus_stop,ACS-LOC-0156,,top,L
ACS-SCR-000353,ACS,bus_stop,ACS-LOC-0156,,left,S
ACS-SCR-000354,ACS,bus_stop,ACS-LOC-0156,,right,S
ACS-SCR-000355,ACS,bus_stop,ACS-LOC-0172,,top,M
ACS-SCR-000356,ACS,bus_stop,ACS-LOC-0172,,left,S
ACS-SCR-000357,ACS,bus_stop,ACS-LOC-0172,,right,S
ACS-SCR-000358,ACS,bus_stop,ACS-LOC-0256,,top,M
ACS-SCR-000359,ACS,bus_stop,ACS-LOC-0256,,left,S
ACS-SCR-000360,ACS,bus_stop,ACS-LOC-0256,,right,S
ACS-SCR-000361,ACS,bus_stop,ACS-LOC-0077,,top,L
ACS-SCR-000362,ACS,bus_stop,ACS-LOC-0077,,left,S
ACS-SCR-000363,ACS,bus_stop,ACS-LOC-0077,,right,S
ACS-SCR-000364,ACS,bus_stop,ACS-LOC-0163,,top,S
ACS-SCR-000365,ACS,bus_stop,ACS-LOC-0163,,left,S
ACS-SCR-000366,ACS,bus_stop,ACS-LOC-0163,,right,S
ACS-SCR-000367,ACS,bus_stop,ACS-LOC-0042,,top,S
ACS-SCR-000368,ACS,bus_stop,ACS-LOC-0042,,left,S
ACS-SCR-000369,ACS,bus_stop,ACS-LOC-0042,,right,S
ACS-SCR-000370,ACS,bus_stop,ACS-LOC-0242,,top,L
ACS-SCR-000371,ACS,bus_stop,ACS-LOC-0242,,left,S
ACS-SCR-000372,ACS,bus_stop,ACS-LOC-0242,,right,S
ACS-SCR-000373,ACS,bus_stop,ACS-LOC-0223,,top,L
ACS-SCR-000374,ACS,bus_stop,ACS-LOC-0223,,left,S
ACS-SCR-000375,ACS,bus_stop,ACS-LOC-0223,,right,S
ACS-SCR-000376,ACS,bus_stop,ACS-LOC-0149,,top,S
ACS-SCR-000377,ACS,bus_stop,ACS-LOC-0149,,left,S
ACS-SCR-000378,ACS,bus_stop,ACS-LOC-0149,,right,S
ACS-SCR-000379,ACS,bus_stop,ACS-LOC-0215,,top,L
ACS-SCR-000380,ACS,bus_stop,ACS-LOC-0215,,left,S
ACS-SCR-000381,ACS,bus_stop,ACS-LOC-0215,,right,S
ACS-SCR-000382,ACS,bus_stop,ACS-LOC-0039,,top,M
ACS-SCR-000383,ACS,bus_stop,ACS-LOC-0039,,left,S
ACS-SCR-000384,ACS,bus_stop,ACS-LOC-0039,,right,S
ACS-SCR-000385,ACS,bus_stop,ACS-LOC-0117,,top,L
ACS-SCR-000386,ACS,bus_stop,ACS-LOC-0117,,left,S
ACS-SCR-000387,ACS,bus_stop,ACS-LOC-0117,,right,S
ACS-SCR-000388,ACS,bus_stop,ACS-LOC-0133,,top,S
ACS-SCR-000389,ACS,bus_stop,ACS-LOC-0133,,left,S
ACS-SCR-000390,ACS,bus_stop,ACS-LOC-0133,,right,S
ACS-SCR-000391,ACS,bus_stop,ACS-LOC-0122,,top,M
ACS-SCR-000392,ACS,bus_stop,ACS-LOC-0122,,left,S
ACS-SCR-000393,ACS,bus_stop,ACS-LOC-0122,,right,S
ACS-SCR-000394,ACS,bus_stop,ACS-LOC-0086,,top,L
ACS-SCR-000395,ACS,bus_stop,ACS-LOC-0086,,left,S
ACS-SCR-000396,ACS,bus_stop,ACS-LOC-0086,,right,S
ACS-SCR-000397,ACS,bus_stop,ACS-LOC-0036,,top,L
ACS-SCR-000398,ACS,bus_stop,ACS-LOC-0036,,left,S
ACS-SCR-000399,ACS,bus_stop,ACS-LOC-0036,,right,S
ACS-SCR-000400,ACS,bus_stop,ACS-LOC-0183,,top,S
ACS-SCR-000401,ACS,bus_stop,ACS-LOC-0183,,left,S
ACS-SCR-000402,ACS,bus_stop,ACS-LOC-0183,,right,S
ACS-SCR-000403,ACS,bus_stop,ACS-LOC-0129,,top,M
ACS-SCR-000404,ACS,bus_stop,ACS-LOC-0129,,left,S
ACS-SCR-000405,ACS,bus_stop,ACS-LOC-0129,,right,S
ACS-SCR-000406,ACS,bus_stop,ACS-LOC-0182,,top,L
ACS-SCR-000407,ACS,bus_stop,ACS-LOC-0182,,left,S
ACS-SCR-000408,ACS,bus_stop,ACS-LOC-0182,,right,S
ACS-SCR-000409,ACS,bus_stop,ACS-LOC-0131,,top,S
ACS-SCR-000410,ACS,bus_stop,ACS-LOC-0131,,left,S
ACS-SCR-000411,ACS,bus_stop,ACS-LOC-0131,,right,S
ACS-SCR-000412,ACS,bus_stop,ACS-LOC-0155,,top,S
ACS-SCR-000413,ACS,bus_stop,ACS-LOC-0155,,left,S
ACS-SCR-000414,ACS,bus_stop,ACS-LOC-0155,,right,S
ACS-SCR-000415,ACS,bus_stop,ACS-LOC-0051,,top,M
ACS-SCR-000416,ACS,bus_stop,ACS-LOC-0051,,left,S
ACS-SCR-000417,ACS,bus_stop,ACS-LOC-0051,,right,S
ACS-SCR-000418,ACS,bus_stop,ACS-LOC-0235,,top,M
ACS-SCR-000419,ACS,bus_stop,ACS-LOC-0235,,left,S
ACS-SCR-000420,ACS,bus_stop,ACS-LOC-0235,,right,S
ACS-SCR-000421,ACS,bus_stop,ACS-LOC-0254,,top,L
ACS-SCR-000422,ACS,bus_stop,ACS-LOC-0254,,left,S
ACS-SCR-000423,ACS,bus_stop,ACS-LOC-0254,,right,S
ACS-SCR-000424,ACS,bus_stop,ACS-LOC-0143,,top,L
ACS-SCR-000425,ACS,bus_stop,ACS-LOC-0143,,left,S
ACS-SCR-000426,ACS,bus_stop,ACS-LOC-0143,,right,S
ACS-SCR-000427,ACS,bus_stop,ACS-LOC-0087,,top,L
ACS-SCR-000428,ACS,bus_stop,ACS-LOC-0087,,left,S
ACS-SCR-000429,ACS,bus_stop,ACS-LOC-0087,,right,S
ACS-SCR-000430,ACS,bus_stop,ACS-LOC-0096,,top,S
ACS-SCR-000431,ACS,bus_stop,ACS-LOC-0096,,left,S
ACS-SCR-000432,ACS,bus_stop,ACS-LOC-0096,,right,S
ACS-SCR-000433,ACS,bus_stop,ACS-LOC-0208,,top,S
ACS-SCR-000434,ACS,bus_stop,ACS-LOC-0208,,left,S
ACS-SCR-000435,ACS,bus_stop,ACS-LOC-0208,,right,S
ACS-SCR-000436,ACS,bus_stop,ACS-LOC-0234,,top,M
ACS-SCR-000437,ACS,bus_stop,ACS-LOC-0234,,left,S
ACS-SCR-000438,ACS,bus_stop,ACS-LOC-0234,,right,S
ACS-SCR-000439,ACS,bus_stop,ACS-LOC-0033,,top,M
ACS-SCR-000440,ACS,bus_stop,ACS-LOC-0033,,left,S
ACS-SCR-000441,ACS,bus_stop,ACS-LOC-0033,,right,S
ACS-SCR-000442,ACS,bus_stop,ACS-LOC-0031,,top,L
ACS-SCR-000443,ACS,bus_stop,ACS-LOC-0031,,left,S
ACS-SCR-000444,ACS,bus_stop,ACS-LOC-0031,,right,S
ACS-SCR-000445,ACS,bus_stop,ACS-LOC-0157,,top,M
ACS-SCR-000446,ACS,bus_stop,ACS-LOC-0157,,left,S
ACS-SCR-000447,ACS,bus_stop,ACS-LOC-0157,,right,S
ACS-SCR-000448,ACS,bus_stop,ACS-LOC-0160,,top,M
ACS-SCR-000449,ACS,bus_stop,ACS-LOC-0160,,left,S
ACS-SCR-000450,ACS,bus_stop,ACS-LOC-0160,,right,S
ACS-SCR-000451,ACS,bus_stop,ACS-LOC-0072,,top,M
ACS-SCR-000452,ACS,bus_stop,ACS-LOC-0072,,left,S
ACS-SCR-000453,ACS,bus_stop,ACS-LOC-0072,,right,S
ACS-SCR-000454,ACS,bus_stop,ACS-LOC-0141,,top,S
ACS-SCR-000455,ACS,bus_stop,ACS-LOC-0141,,left,S
ACS-SCR-000456,ACS,bus_stop,ACS-LOC-0141,,right,S
ACS-SCR-000457,ACS,bus_stop,ACS-LOC-0237,,top,M
ACS-SCR-000458,ACS,bus_stop,ACS-LOC-0237,,left,S
ACS-SCR-000459,ACS,bus_stop,ACS-LOC-0237,,right,S
ACS-SCR-000460,ACS,bus_stop,ACS-LOC-0207,,top,M
ACS-SCR-000461,ACS,bus_stop,ACS-LOC-0207,,left,S
ACS-SCR-000462,ACS,bus_stop,ACS-LOC-0207,,right,S
ACS-SCR-000463,ACS,bus_stop,ACS-LOC-0231,,top,L
ACS-SCR-000464,ACS,bus_stop,ACS-LOC-0231,,left,S
ACS-SCR-000465,ACS,bus_stop,ACS-LOC-0231,,right,S
ACS-SCR-000466,ACS,bus_stop,ACS-LOC-0193,,top,M
ACS-SCR-000467,ACS,bus_stop,ACS-LOC-0193,,left,S
ACS-SCR-000468,ACS,bus_stop,ACS-LOC-0193,,right,S
ACS-SCR-000469,ACS,bus_stop,ACS-LOC-0142,,top,S
ACS-SCR-000470,ACS,bus_stop,ACS-LOC-0142,,left,S
ACS-SCR-000471,ACS,bus_stop,ACS-LOC-0142,,right,S
ACS-SCR-000472,ACS,bus_stop,ACS-LOC-0093,,top,S
ACS-SCR-000473,ACS,bus_stop,ACS-LOC-0093,,left,S
ACS-SCR-000474,ACS,bus_stop,ACS-LOC-0093,,right,S
ACS-SCR-000475,ACS,bus_stop,ACS-LOC-0050,,top,M
ACS-SCR-000476,ACS,bus_stop,ACS-LOC-0050,,left,S
ACS-SCR-000477,ACS,bus_stop,ACS-LOC-0050,,right,S
ACS-SCR-000478,ACS,bus_stop,ACS-LOC-0244,,top,M
ACS-SCR-000479,ACS,bus_stop,ACS-LOC-0244,,left,S
ACS-SCR-000480,ACS,bus_stop,ACS-LOC-0244,,right,S
ACS-SCR-000481,ACS,bus_stop,ACS-LOC-0146,,top,S
ACS-SCR-000482,ACS,bus_stop,ACS-LOC-0146,,left,S
ACS-SCR-000483,ACS,bus_stop,ACS-LOC-0146,,right,S
ACS-SCR-000484,ACS,bus_stop,ACS-LOC-0249,,top,L
ACS-SCR-000485,ACS,bus_stop,ACS-LOC-0249,,left,S
ACS-SCR-000486,ACS,bus_stop,ACS-LOC-0249,,right,S
ACS-SCR-000487,ACS,bus_stop,ACS-LOC-0186,,top,L
ACS-SCR-000488,ACS,bus_stop,ACS-LOC-0186,,left,S
ACS-SCR-000489,ACS,bus_stop,ACS-LOC-0186,,right,S
ACS-SCR-000490,ACS,bus_stop,ACS-LOC-0104,,top,M
ACS-SCR-000491,ACS,bus_stop,ACS-LOC-0104,,left,S
ACS-SCR-000492,ACS,bus_stop,ACS-LOC-0104,,right,S
ACS-SCR-000493,ACS,bus_stop,ACS-LOC-0094,,top,M
ACS-SCR-000494,ACS,bus_stop,ACS-LOC-0094,,left,S
ACS-SCR-000495,ACS,bus_stop,ACS-LOC-0094,,right,S
ACS-SCR-000496,ACS,bus_stop,ACS-LOC-0068,,top,S
ACS-SCR-000497,ACS,bus_stop,ACS-LOC-0068,,left,S
ACS-SCR-000498,ACS,bus_stop,ACS-LOC-0068,,right,S
ACS-SCR-000499,ACS,bus_stop,ACS-LOC-0035,,top,L
ACS-SCR-000500,ACS,bus_stop,ACS-LOC-0035,,left,S
ACS-SCR-000501,ACS,bus_stop,ACS-LOC-0035,,right,S
ACS-SCR-000502,ACS,bus_stop,ACS-LOC-0111,,top,S
ACS-SCR-000503,ACS,bus_stop,ACS-LOC-0111,,left,S
ACS-SCR-000504,ACS,bus_stop,ACS-LOC-0111,,right,S
ACS-SCR-000505,ACS,bus_stop,ACS-LOC-0243,,top,M
ACS-SCR-000506,ACS,bus_stop,ACS-LOC-0243,,left,S
ACS-SCR-000507,ACS,bus_stop,ACS-LOC-0243,,right,S
ACS-SCR-000508,ACS,bus_stop,ACS-LOC-0138,,top,M
ACS-SCR-000509,ACS,bus_stop,ACS-LOC-0138,,left,S
ACS-SCR-000510,ACS,bus_stop,ACS-LOC-0138,,right,S
ACS-SCR-000511,ACS,bus_stop,ACS-LOC-0257,,top,M
ACS-SCR-000512,ACS,bus_stop,ACS-LOC-0257,,left,S
ACS-SCR-000513,ACS,bus_stop,ACS-LOC-0257,,right,S
ACS-SCR-000514,ACS,bus_stop,ACS-LOC-0121,,top,S
ACS-SCR-000515,ACS,bus_stop,ACS-LOC-0121,,left,S
ACS-SCR-000516,ACS,bus_stop,ACS-LOC-0121,,right,S
ACS-SCR-000517,ACS,bus_stop,ACS-LOC-0173,,top,L
ACS-SCR-000518,ACS,bus_stop,ACS-LOC-0173,,left,S
ACS-SCR-000519,ACS,bus_stop,ACS-LOC-0173,,right,S
ACS-SCR-000520,ACS,bus_stop,ACS-LOC-0168,,top,M
ACS-SCR-000521,ACS,bus_stop,ACS-LOC-0168,,left,S
ACS-SCR-000522,ACS,bus_stop,ACS-LOC-0168,,right,S
ACS-SCR-000523,ACS,bus_stop,ACS-LOC-0153,,top,M
ACS-SCR-000524,ACS,bus_stop,ACS-LOC-0153,,left,S
ACS-SCR-000525,ACS,bus_stop,ACS-LOC-0153,,right,S
ACS-SCR-000526,ACS,bus_stop,ACS-LOC-0127,,top,L
ACS-SCR-000527,ACS,bus_stop,ACS-LOC-0127,,left,S
ACS-SCR-000528,ACS,bus_stop,ACS-LOC-0127,,right,S
ACS-SCR-000529,ACS,bus_stop,ACS-LOC-0073,,top,M
ACS-SCR-000530,ACS,bus_stop,ACS-LOC-0073,,left,S
ACS-SCR-000531,ACS,bus_stop,ACS-LOC-0073,,right,S
ACS-SCR-000532,ACS,bus_stop,ACS-LOC-0201,,top,S
ACS-SCR-000533,ACS,bus_stop,ACS-LOC-0201,,left,S
ACS-SCR-000534,ACS,bus_stop,ACS-LOC-0201,,right,S
ACS-SCR-000535,ACS,bus_stop,ACS-LOC-0233,,top,M
ACS-SCR-000536,ACS,bus_stop,ACS-LOC-0233,,left,S
ACS-SCR-000537,ACS,bus_stop,ACS-LOC-0233,,right,S
ACS-SCR-000538,ACS,bus_stop,ACS-LOC-0091,,top,M
ACS-SCR-000539,ACS,bus_stop,ACS-LOC-0091,,left,S
ACS-SCR-000540,ACS,bus_stop,ACS-LOC-0091,,right,S
ACS-SCR-000541,ACS,bus_stop,ACS-LOC-0150,,top,L
ACS-SCR-000542,ACS,bus_stop,ACS-LOC-0150,,left,S
ACS-SCR-000543,ACS,bus_stop,ACS-LOC-0150,,right,S
ACS-SCR-000544,ACS,bus_stop,ACS-LOC-0056,,top,M
ACS-SCR-000545,ACS,bus_stop,ACS-LOC-0056,,left,S
ACS-SCR-000546,ACS,bus_stop,ACS-LOC-0056,,right,S
ACS-SCR-000547,ACS,bus_stop,ACS-LOC-0241,,top,M
ACS-SCR-000548,ACS,bus_stop,ACS-LOC-0241,,left,S
ACS-SCR-000549,ACS,bus_stop,ACS-LOC-0241,,right,S
ACS-SCR-000550,ACS,bus_stop,ACS-LOC-0118,,top,L
ACS-SCR-000551,ACS,bus_stop,ACS-LOC-0118,,left,S
ACS-SCR-000552,ACS,bus_stop,ACS-LOC-0118,,right,S
ACS-SCR-000553,ACS,bus_stop,ACS-LOC-0130,,top,S
ACS-SCR-000554,ACS,bus_stop,ACS-LOC-0130,,left,S
ACS-SCR-000555,ACS,bus_stop,ACS-LOC-0130,,right,S
ACS-SCR-000556,ACS,bus_stop,ACS-LOC-0101,,top,M
ACS-SCR-000557,ACS,bus_stop,ACS-LOC-0101,,left,S
ACS-SCR-000558,ACS,bus_stop,ACS-LOC-0101,,right,S
ACS-SCR-000559,ACS,bus_stop,ACS-LOC-0213,,top,M
ACS-SCR-000560,ACS,bus_stop,ACS-LOC-0213,,left,S
ACS-SCR-000561,ACS,bus_stop,ACS-LOC-0213,,right,S
ACS-SCR-000562,ACS,bus_stop,ACS-LOC-0079,,top,S
ACS-SCR-000563,ACS,bus_stop,ACS-LOC-0079,,left,S
ACS-SCR-000564,ACS,bus_stop,ACS-LOC-0079,,right,S
ACS-SCR-000565,ACS,bus_stop,ACS-LOC-0216,,top,S
ACS-SCR-000566,ACS,bus_stop,ACS-LOC-0216,,left,S
ACS-SCR-000567,ACS,bus_stop,ACS-LOC-0216,,right,S
ACS-SCR-000568,ACS,bus_stop,ACS-LOC-0240,,top,S
ACS-SCR-000569,ACS,bus_stop,ACS-LOC-0240,,left,S
ACS-SCR-000570,ACS,bus_stop,ACS-LOC-0240,,right,S
ACS-SCR-000571,ACS,bus_stop,ACS-LOC-0245,,top,L
ACS-SCR-000572,ACS,bus_stop,ACS-LOC-0245,,left,S
ACS-SCR-000573,ACS,bus_stop,ACS-LOC-0245,,right,S
ACS-SCR-000574,ACS,bus_stop,ACS-LOC-0128,,top,S
ACS-SCR-000575,ACS,bus_stop,ACS-LOC-0128,,left,S
ACS-SCR-000576,ACS,bus_stop,ACS-LOC-0128,,right,S
ACS-SCR-000577,ACS,bus_stop,ACS-LOC-0225,,top,L
ACS-SCR-000578,ACS,bus_stop,ACS-LOC-0225,,left,S
ACS-SCR-000579,ACS,bus_stop,ACS-LOC-0225,,right,S
ACS-SCR-000580,ACS,bus_stop,ACS-LOC-0196,,top,M
ACS-SCR-000581,ACS,bus_stop,ACS-LOC-0196,,left,S
ACS-SCR-000582,ACS,bus_stop,ACS-LOC-0196,,right,S
ACS-SCR-000583,ACS,bus_stop,ACS-LOC-0049,,top,S
ACS-SCR-000584,ACS,bus_stop,ACS-LOC-0049,,left,S
ACS-SCR-000585,ACS,bus_stop,ACS-LOC-0049,,right,S
ACS-SCR-000586,ACS,bus_stop,ACS-LOC-0081,,top,M
ACS-SCR-000587,ACS,bus_stop,ACS-LOC-0081,,left,S
ACS-SCR-000588,ACS,bus_stop,ACS-LOC-0081,,right,S
ACS-SCR-000589,ACS,bus_stop,ACS-LOC-0185,,top,M
ACS-SCR-000590,ACS,bus_stop,ACS-LOC-0185,,left,S
ACS-SCR-000591,ACS,bus_stop,ACS-LOC-0185,,right,S
ACS-SCR-000592,ACS,bus_stop,ACS-LOC-0148,,top,L
ACS-SCR-000593,ACS,bus_stop,ACS-LOC-0148,,left,S
ACS-SCR-000594,ACS,bus_stop,ACS-LOC-0148,,right,S
ACS-SCR-000595,ACS,bus_stop,ACS-LOC-0084,,top,S
ACS-SCR-000596,ACS,bus_stop,ACS-LOC-0084,,left,S
ACS-SCR-000597,ACS,bus_stop,ACS-LOC-0084,,right,S
ACS-SCR-000598,ACS,bus_stop,ACS-LOC-0209,,top,M
ACS-SCR-000599,ACS,bus_stop,ACS-LOC-0209,,left,S
ACS-SCR-000600,ACS,bus_stop,ACS-LOC-0209,,right,S
ACS-SCR-000601,ACS,bus_stop,ACS-LOC-0041,,top,S
ACS-SCR-000602,ACS,bus_stop,ACS-LOC-0041,,left,S
ACS-SCR-000603,ACS,bus_stop,ACS-LOC-0041,,right,S
ACS-SCR-000604,ACS,bus_stop,ACS-LOC-0230,,top,S
ACS-SCR-000605,ACS,bus_stop,ACS-LOC-0230,,left,S
ACS-SCR-000606,ACS,bus_stop,ACS-LOC-0230,,right,S
ACS-SCR-000607,ACS,bus_stop,ACS-LOC-0236,,top,M
ACS-SCR-000608,ACS,bus_stop,ACS-LOC-0236,,left,S
ACS-SCR-000609,ACS,bus_stop,ACS-LOC-0236,,right,S
ACS-SCR-000610,ACS,bus_stop,ACS-LOC-0108,,top,M
ACS-SCR-000611,ACS,bus_stop,ACS-LOC-0108,,left,S
ACS-SCR-000612,ACS,bus_stop,ACS-LOC-0108,,right,S
ACS-SCR-000613,ACS,bus_stop,ACS-LOC-0158,,top,S
ACS-SCR-000614,ACS,bus_stop,ACS-LOC-0158,,left,S
ACS-SCR-000615,ACS,bus_stop,ACS-LOC-0158,,right,S
ACS-SCR-000616,ACS,bus_stop,ACS-LOC-0222,,top,M
ACS-SCR-000617,ACS,bus_stop,ACS-LOC-0222,,left,S
ACS-SCR-000618,ACS,bus_stop,ACS-LOC-0222,,right,S
ACS-SCR-000619,ACS,bus_stop,ACS-LOC-0099,,top,M
ACS-SCR-000620,ACS,bus_stop,ACS-LOC-0099,,left,S
ACS-SCR-000621,ACS,bus_stop,ACS-LOC-0099,,right,S
ACS-SCR-000622,ACS,bus_stop,ACS-LOC-0075,,top,M
ACS-SCR-000623,ACS,bus_stop,ACS-LOC-0075,,left,S
ACS-SCR-000624,ACS,bus_stop,ACS-LOC-0075,,right,S
ACS-SCR-000625,ACS,bus_stop,ACS-LOC-0037,,top,L
ACS-SCR-000626,ACS,bus_stop,ACS-LOC-0037,,left,S
ACS-SCR-000627,ACS,bus_stop,ACS-LOC-0037,,right,S
ACS-SCR-000628,ACS,bus_stop,ACS-LOC-0064,,top,M
ACS-SCR-000629,ACS,bus_stop,ACS-LOC-0064,,left,S
ACS-SCR-000630,ACS,bus_stop,ACS-LOC-0064,,right,S
ACS-SCR-000631,ACS,bus_stop,ACS-LOC-0116,,top,S
ACS-SCR-000632,ACS,bus_stop,ACS-LOC-0116,,left,S
ACS-SCR-000633,ACS,bus_stop,ACS-LOC-0116,,right,S
ACS-SCR-000634,ACS,bus_stop,ACS-LOC-0069,,top,L
ACS-SCR-000635,ACS,bus_stop,ACS-LOC-0069,,left,S
ACS-SCR-000636,ACS,bus_stop,ACS-LOC-0069,,right,S
ACS-SCR-000637,ACS,bus_stop,ACS-LOC-0032,,top,S
ACS-SCR-000638,ACS,bus_stop,ACS-LOC-0032,,left,S
ACS-SCR-000639,ACS,bus_stop,ACS-LOC-0032,,right,S
ACS-SCR-000640,ACS,bus_stop,ACS-LOC-0120,,top,M
ACS-SCR-000641,ACS,bus_stop,ACS-LOC-0120,,left,S
ACS-SCR-000642,ACS,bus_stop,ACS-LOC-0120,,right,S
ACS-SCR-000643,ACS,bus_stop,ACS-LOC-0062,,top,L
ACS-SCR-000644,ACS,bus_stop,ACS-LOC-0062,,left,S
ACS-SCR-000645,ACS,bus_stop,ACS-LOC-0062,,right,S
ACS-SCR-000646,ACS,bus_stop,ACS-LOC-0253,,top,S
ACS-SCR-000647,ACS,bus_stop,ACS-LOC-0253,,left,S
ACS-SCR-000648,ACS,bus_stop,ACS-LOC-0253,,right,S
ACS-SCR-000649,ACS,bus_stop,ACS-LOC-0028,,top,M
ACS-SCR-000650,ACS,bus_stop,ACS-LOC-0028,,left,S
ACS-SCR-000651,ACS,bus_stop,ACS-LOC-0028,,right,S
ACS-SCR-000652,ACS,bus_stop,ACS-LOC-0144,,top,S
ACS-SCR-000653,ACS,bus_stop,ACS-LOC-0144,,left,S
ACS-SCR-000654,ACS,bus_stop,ACS-LOC-0144,,right,S
ACS-SCR-000655,ACS,bus_stop,ACS-LOC-0132,,top,L
ACS-SCR-000656,ACS,bus_stop,ACS-LOC-0132,,left,S
ACS-SCR-000657,ACS,bus_stop,ACS-LOC-0132,,right,S
ACS-SCR-000658,ACS,bus_stop,ACS-LOC-0095,,top,L
ACS-SCR-000659,ACS,bus_stop,ACS-LOC-0095,,left,S
ACS-SCR-000660,ACS,bus_stop,ACS-LOC-0095,,right,S
ACS-SCR-000661,ACS,bus_stop,ACS-LOC-0195,,top,S
ACS-SCR-000662,ACS,bus_stop,ACS-LOC-0195,,left,S
ACS-SCR-000663,ACS,bus_stop,ACS-LOC-0195,,right,S
ACS-SCR-000664,ACS,bus_stop,ACS-LOC-0034,,top,M
ACS-SCR-000665,ACS,bus_stop,ACS-LOC-0034,,left,S
ACS-SCR-000666,ACS,bus_stop,ACS-LOC-0034,,right,S
ACS-SCR-000667,ACS,bus_stop,ACS-LOC-0103,,top,S
ACS-SCR-000668,ACS,bus_stop,ACS-LOC-0103,,left,S
ACS-SCR-000669,ACS,bus_stop,ACS-LOC-0103,,right,S
ACS-SCR-000670,ACS,bus_stop,ACS-LOC-0089,,top,S
ACS-SCR-000671,ACS,bus_stop,ACS-LOC-0089,,left,S
ACS-SCR-000672,ACS,bus_stop,ACS-LOC-0089,,right,S
ACS-SCR-000673,ACS,bus_stop,ACS-LOC-0255,,top,S
ACS-SCR-000674,ACS,bus_stop,ACS-LOC-0255,,left,S
ACS-SCR-000675,ACS,bus_stop,ACS-LOC-0255,,right,S
ACS-SCR-000676,ACS,bus_stop,ACS-LOC-0188,,top,M
ACS-SCR-000677,ACS,bus_stop,ACS-LOC-0188,,left,S
ACS-SCR-000678,ACS,bus_stop,ACS-LOC-0188,,right,S
ACS-SCR-000679,ACS,bus_stop,ACS-LOC-0082,,top,M
ACS-SCR-000680,ACS,bus_stop,ACS-LOC-0082,,left,S
ACS-SCR-000681,ACS,bus_stop,ACS-LOC-0082,,right,S
ACS-SCR-000682,ACS,bus_stop,ACS-LOC-0184,,top,S
ACS-SCR-000683,ACS,bus_stop,ACS-LOC-0184,,left,S
ACS-SCR-000684,ACS,bus_stop,ACS-LOC-0184,,right,S
ACS-SCR-000685,ACS,bus_stop,ACS-LOC-0221,,top,M
ACS-SCR-000686,ACS,bus_stop,ACS-LOC-0221,,left,S
ACS-SCR-000687,ACS,bus_stop,ACS-LOC-0221,,right,S
ACS-SCR-000688,ACS,bus_stop,ACS-LOC-0161,,top,S
ACS-SCR-000689,ACS,bus_stop,ACS-LOC-0161,,left,S
ACS-SCR-000690,ACS,bus_stop,ACS-LOC-0161,,right,S
ACS-SCR-000691,ACS,bus_stop,ACS-LOC-0074,,top,M
ACS-SCR-000692,ACS,bus_stop,ACS-LOC-0074,,left,S
ACS-SCR-000693,ACS,bus_stop,ACS-LOC-0074,,right,S
ACS-SCR-000694,ACS,bus_stop,ACS-LOC-0175,,top,S
ACS-SCR-000695,ACS,bus_stop,ACS-LOC-0175,,left,S
ACS-SCR-000696,ACS,bus_stop,ACS-LOC-0175,,right,S
ACS-SCR-000697,ACS,bus_stop,ACS-LOC-0105,,top,L
ACS-SCR-000698,ACS,bus_stop,ACS-LOC-0105,,left,S
ACS-SCR-000699,ACS,bus_stop,ACS-LOC-0105,,right,S
ACS-SCR-000700,ACS,bus_stop,ACS-LOC-0238,,top,M
ACS-SCR-000701,ACS,bus_stop,ACS-LOC-0238,,left,S
ACS-SCR-000702,ACS,bus_stop,ACS-LOC-0238,,right,S
DAT-SCR-000001,DAT,bus_stop,DAT-LOC-0294,,top,M
DAT-SCR-000002,DAT,bus_stop,DAT-LOC-0294,,left,S
DAT-SCR-000003,DAT,bus_stop,DAT-LOC-0294,,right,S
DAT-SCR-000004,DAT,bus_stop,DAT-LOC-0101,,top,L
DAT-SCR-000005,DAT,bus_stop,DAT-LOC-0101,,left,S
DAT-SCR-000006,DAT,bus_stop,DAT-LOC-0101,,right,S
DAT-SCR-000007,DAT,bus_stop,DAT-LOC-0255,,top,M
DAT-SCR-000008,DAT,bus_stop,DAT-LOC-0255,,left,S
DAT-SCR-000009,DAT,bus_stop,DAT-LOC-0255,,right,S
DAT-SCR-000010,DAT,bus_stop,DAT-LOC-0075,,top,M
DAT-SCR-000011,DAT,bus_stop,DAT-LOC-0075,,left,S
